Id,Source,Target,Type,Weight,Label,Revista,Persona,PersonaOriginalEnRevista
e358,revista:filipinas,persona:chesterfield,Undirected,1,Filipinas — Chesterfield (1),Filipinas,Chesterfield,Chesterfield
e359,revista:filipinas,persona:ciceron,Undirected,1,Filipinas — Ciceron (1),Filipinas,Ciceron,Ciceron
e360,revista:filipinas,persona:concepcion jimeno de flaquer,Undirected,1,Filipinas — Concepción Jimeno de Flaquer (1),Filipinas,Concepción Jimeno de Flaquer,Concepción Jimeno de Flaquer
e361,revista:filipinas,persona:condesa de bureta,Undirected,1,Filipinas — Condesa de Bureta (1),Filipinas,Condesa de Bureta,Condesa de Bureta
e362,revista:filipinas,persona:condesa de pardo bazan,Undirected,1,Filipinas — Condesa de Pardo Bazan (1),Filipinas,Condesa de Pardo Bazan,Condesa de Pardo Bazan
e363,revista:filipinas,persona:condesa de szechanbl,Undirected,1,Filipinas — Condesa de Szechanbl (1),Filipinas,Condesa de Szechanbl,Condesa de Szechanbl
e364,revista:filipinas,persona:condesa diane de beausacq,Undirected,2,Filipinas — Condesa Diane de Beausacq (2),Filipinas,Condesa Diane de Beausacq,Condesa Diane de Beausacq
e365,revista:filipinas,persona:consolacion amada,Undirected,1,Filipinas — Consolacion Amada (1),Filipinas,Consolacion Amada,Consolacion Amada
e366,revista:filipinas,persona:constancia poblete,Undirected,10,Filipinas — Constancia Poblete (10),Filipinas,Constancia Poblete,Constancia Poblete
e367,revista:filipinas,persona:crispulo layog,Undirected,1,Filipinas — Crispulo Layog (1),Filipinas,Crispulo Layog,Crispulo Layog
e368,revista:filipinas,persona:carlos ronquillo,Undirected,1,Filipinas — Cárlos Ronquillo (1),Filipinas,Cárlos Ronquillo,Cárlos Ronquillo
e369,revista:filipinas,persona:daniel lesueur,Undirected,1,Filipinas — Daniel Lesueur (1),Filipinas,Daniel Lesueur,Daniel Lesueur
e370,revista:filipinas,persona:dean c worcester,Undirected,2,Filipinas — Dean C. Worcester (2),Filipinas,Dean C. Worcester,Dean C. Worcester
e371,revista:filipinas,persona:dolores c velarde,Undirected,1,Filipinas — Dolores C. Velarde (1),Filipinas,Dolores C. Velarde,Dolores C. Velarde
e372,revista:filipinas,persona:dolorosa,Undirected,1,Filipinas — Dolorosa (1),Filipinas,Dolorosa,Dolorosa
e373,revista:filipinas,persona:donizetti,Undirected,1,Filipinas — Donizetti (1),Filipinas,Donizetti,Donizetti
e374,revista:filipinas,persona:dr charles stiles,Undirected,2,Filipinas — Dr. Charles Stiles (2),Filipinas,Dr. Charles Stiles,Dr. Charles Stiles
e375,revista:filipinas,persona:dr cronin,Undirected,1,Filipinas — Dr. Cronin (1),Filipinas,Dr. Cronin,Dr. Cronin
e376,revista:filipinas,persona:dr jose rizal,Undirected,7,Filipinas — Dr. José Rizal (7),Filipinas,Dr. José Rizal,Dr. José Rizal
e377,revista:filipinas,persona:dr mariano a gana,Undirected,1,Filipinas — Dr. Mariano A. Gana (1),Filipinas,Dr. Mariano A. Gana,Dr. Mariano A. Gana
e378,revista:filipinas,persona:dr witmer,Undirected,3,Filipinas — Dr. Witmer (3),Filipinas,Dr. Witmer,Dr. Witmer
e379,revista:filipinas,persona:duquesa de roxburgh,Undirected,1,Filipinas — Duquesa de Roxburgh (1),Filipinas,Duquesa de Roxburgh,Duquesa de Roxburgh
e380,revista:filipinas,persona:duramelegare,Undirected,1,Filipinas — Duramelegare (1),Filipinas,Duramelegare,Duramelegare
e381,revista:filipinas,persona:e b williams,Undirected,1,Filipinas — E. B. Williams (1),Filipinas,E. B. Williams,E. B. Williams
e382,revista:filipinas,persona:edouard herve,Undirected,1,Filipinas — Edouard Hervé (1),Filipinas,Edouard Hervé,Edouard Hervé
e383,revista:filipinas,persona:eduardo vii,Undirected,1,Filipinas — Eduardo VII (1),Filipinas,Eduardo VII,Eduardo VII
e384,revista:filipinas,persona:elena,Undirected,1,Filipinas — Elena (1),Filipinas,Elena,Elena
e385,revista:filipinas,persona:elena matintiman,Undirected,2,Filipinas — Elena Matintiman (2),Filipinas,Elena Matintiman,Elena Matintiman
e386,revista:filipinas,persona:elisa romero,Undirected,1,Filipinas — Elisa Romero (1),Filipinas,Elisa Romero,Elisa Romero
e387,revista:filipinas,persona:elizabeth barrett browning,Undirected,1,Filipinas — Elizabeth Barrett Browning (1),Filipinas,Elizabeth Barrett Browning,Elizabeth Barrett Browning
e388,revista:filipinas,persona:elpidia yia,Undirected,2,Filipinas — Elpidia Yía (2),Filipinas,Elpidia Yía,Elpidia Yía
e389,revista:filipinas,persona:emerson,Undirected,1,Filipinas — Emerson (1),Filipinas,Emerson,Emerson
e390,revista:filipinas,persona:emilio gerona,Undirected,1,Filipinas — Emilio Gerona (1),Filipinas,Emilio Gerona,Emilio Gerona
e391,revista:filipinas,persona:estanislawa magat,Undirected,1,Filipinas — Estanislawa Magat (1),Filipinas,Estanislawa Magat,Estanislawa Magat
e392,revista:filipinas,persona:eugene mouton,Undirected,1,Filipinas — Eugene Mouton (1),Filipinas,Eugene Mouton,Eugene Mouton
e393,revista:filipinas,persona:eugenia,Undirected,1,Filipinas — Eugenia (1),Filipinas,Eugenia,Eugenia
e394,revista:filipinas,persona:eva,Undirected,1,Filipinas — Eva (1),Filipinas,Eva,Eva
e395,revista:filipinas,persona:fabian vidal,Undirected,1,Filipinas — Fabián Vidal (1),Filipinas,Fabián Vidal,Fabián Vidal
e396,revista:filipinas,persona:faustino aguilar,Undirected,1,Filipinas — Faustino Aguilar (1),Filipinas,Faustino Aguilar,Faustino Aguilar
e397,revista:filipinas,persona:felicidad legaspi,Undirected,1,Filipinas — Felicidad Legaspi (1),Filipinas,Felicidad Legaspi,Felicidad Legaspi
e398,revista:filipinas,persona:felicidad villarica,Undirected,2,Filipinas — Felicidad Villarica (2),Filipinas,Felicidad Villarica,Felicidad Villarica
e399,revista:filipinas,persona:felipe barretto,Undirected,1,Filipinas — Felipe Barretto (1),Filipinas,Felipe Barretto,Felipe Barretto
e400,revista:filipinas,persona:felisberta soliongko,Undirected,1,Filipinas — Felisberta Soliongko (1),Filipinas,Felisberta Soliongko,Felisberta Soliongko
e401,revista:filipinas,persona:felix de jesus,Undirected,1,Filipinas — Felix de Jesus (1),Filipinas,Felix de Jesus,Felix de Jesus
e402,revista:filipinas,persona:felix ullmann,Undirected,2,Filipinas — Felix Ullmann (2),Filipinas,Felix Ullmann,Felix Ullmann
e403,revista:filipinas,persona:fernando ma guerrero,Undirected,1,Filipinas — Fernando M.a Guerrero (1),Filipinas,Fernando M.a Guerrero,Fernando M.a Guerrero
e404,revista:filipinas,persona:fidel a reyes,Undirected,1,Filipinas — Fidel A. Reyes (1),Filipinas,Fidel A. Reyes,Fidel A. Reyes
e405,revista:filipinas,persona:florencio,Undirected,2,Filipinas — Florencio (2),Filipinas,Florencio,Florencio
e406,revista:filipinas,persona:florinda ligaya,Undirected,2,Filipinas — Florinda Ligaya (2),Filipinas,Florinda Ligaya,Florinda Ligaya
e407,revista:filipinas,persona:francisca gesmundo,Undirected,8,Filipinas — Francisca Gesmundo (8),Filipinas,Francisca Gesmundo,Francisca Gesmundo
e408,revista:filipinas,persona:francisco baltazar,Undirected,3,Filipinas — Francisco Baltazar (3),Filipinas,Francisco Baltazar,Francisco Baltazar
e409,revista:filipinas,persona:francisco de guia,Undirected,2,Filipinas — Francisco de Guia (2),Filipinas,Francisco de Guia,Francisco de Guia
e410,revista:filipinas,persona:francisco ferrer guardia,Undirected,1,Filipinas — Francisco Ferrer Guardia (1),Filipinas,Francisco Ferrer Guardia,Francisco Ferrer Guardia
e411,revista:filipinas,persona:galo lichauco,Undirected,1,Filipinas — Galo Lichauco (1),Filipinas,Galo Lichauco,Galo Lichauco
e412,revista:filipinas,persona:generosa,Undirected,1,Filipinas — Generosa (1),Filipinas,Generosa,Generosa
e413,revista:filipinas,persona:genoveva camaclan,Undirected,1,Filipinas — Genoveva Camaclan (1),Filipinas,Genoveva Camaclan,Genoveva Camaclan
e414,revista:filipinas,persona:gertrude diersbach,Undirected,1,Filipinas — Gertrude Diersbach (1),Filipinas,Gertrude Diersbach,Gertrude Diersbach
e415,revista:filipinas,persona:gladys vanderbilt,Undirected,1,Filipinas — Gladys Vanderbilt (1),Filipinas,Gladys Vanderbilt,Gladys Vanderbilt
e416,revista:filipinas,persona:graciano lopez jaena,Undirected,1,Filipinas — Graciano Lopez Jaena (1),Filipinas,Graciano Lopez Jaena,Graciano Lopez Jaena
e417,revista:filipinas,persona:gregorio ballesteros,Undirected,1,Filipinas — Gregorio Ballesteros (1),Filipinas,Gregorio Ballesteros,Gregorio Ballesteros
e418,revista:filipinas,persona:gregorio m cansipit,Undirected,1,Filipinas — Gregorio M. Cansipit (1),Filipinas,Gregorio M. Cansipit,Gregorio M. Cansipit
e419,revista:filipinas,persona:guillermo,Undirected,3,Filipinas — Guillermo (3),Filipinas,Guillermo,Guillermo
e420,revista:filipinas,persona:haruko,Undirected,2,Filipinas — Haruko (2),Filipinas,Haruko,Haruko
e421,revista:filipinas,persona:hermenegildo cruz,Undirected,1,Filipinas — Hermenegildo Cruz (1),Filipinas,Hermenegildo Cruz,Hermenegildo Cruz
e422,revista:filipinas,persona:hetty green,Undirected,1,Filipinas — Hetty Green (1),Filipinas,Hetty Green,Hetty Green
e423,revista:filipinas,persona:holofernes,Undirected,2,Filipinas — Holofernes (2),Filipinas,Holofernes,Holofernes
e424,revista:filipinas,persona:idin,Undirected,1,Filipinas — Idin (1),Filipinas,Idin,Idin
e425,revista:filipinas,persona:ignacio villamor,Undirected,1,Filipinas — Ignacio Villamor (1),Filipinas,Ignacio Villamor,Ignacio Villamor
e426,revista:filipinas,persona:isabel cortez,Undirected,2,Filipinas — Isabel Cortez (2),Filipinas,Isabel Cortez,Isabel Cortez
e427,revista:filipinas,persona:isabel la catolica,Undirected,1,Filipinas — Isabel la Católica (1),Filipinas,Isabel la Católica,Isabel la Católica
e428,revista:filipinas,persona:isabelo de los reyes,Undirected,2,Filipinas — Isabelo de los Reyes (2),Filipinas,Isabelo de los Reyes,Isabelo de los Reyes
e429,revista:filipinas,persona:j abraham,Undirected,1,Filipinas — J. Abraham (1),Filipinas,J. Abraham,J. Abraham
e430,revista:filipinas,persona:j e del rosario,Undirected,1,Filipinas — J. E. del Rosario (1),Filipinas,J. E. del Rosario,J. E. del Rosario
e431,revista:filipinas,persona:j l,Undirected,1,Filipinas — J. L. (1),Filipinas,J. L.,J. L.
e432,revista:filipinas,persona:j lewis crozer,Undirected,1,Filipinas — J. Lewis Crozer (1),Filipinas,J. Lewis Crozer,J. Lewis Crozer
e433,revista:filipinas,persona:jacinto zamora,Undirected,1,Filipinas — Jacinto Zamora (1),Filipinas,Jacinto Zamora,Jacinto Zamora
e434,revista:filipinas,persona:jaime c de veyra,Undirected,1,Filipinas — Jaime C. de Veyra (1),Filipinas,Jaime C. de Veyra,Jaime C. de Veyra
e435,revista:filipinas,persona:jean aicard,Undirected,1,Filipinas — Jean Aicard (1),Filipinas,Jean Aicard,Jean Aicard
e436,revista:filipinas,persona:john r edgar,Undirected,2,Filipinas — John R. Edgar (2),Filipinas,John R. Edgar,John R. Edgar
e437,revista:filipinas,persona:josephine leopoldine taufer,Undirected,2,Filipinas — Josephine Leopoldine Taufer (2),Filipinas,Josephine Leopoldine Taufer,Josephine Leopoldine Taufer
e438,revista:filipinas,persona:jose burgos,Undirected,1,Filipinas — José Burgos (1),Filipinas,José Burgos,José Burgos
e439,revista:filipinas,persona:jose maria de heredia,Undirected,1,Filipinas — José María de Heredia (1),Filipinas,José María de Heredia,José Maria de Heredia
e440,revista:filipinas,persona:juan caspe,Undirected,1,Filipinas — Juan Caspe (1),Filipinas,Juan Caspe,Juan Caspe
e441,revista:filipinas,persona:juan luna,Undirected,1,Filipinas — Juan Luna (1),Filipinas,Juan Luna,Juan Luna
e442,revista:filipinas,persona:judith,Undirected,3,Filipinas — Judith (3),Filipinas,Judith,Judith
e443,revista:filipinas,persona:justina iliwanag,Undirected,1,Filipinas — Justina Iliwanag (1),Filipinas,Justina Iliwanag,Justina Iliwanag
e444,revista:filipinas,persona:justo lukban,Undirected,1,Filipinas — Justo Lukban (1),Filipinas,Justo Lukban,Justo Lukban
e445,revista:filipinas,persona:krupp,Undirected,1,Filipinas — Krupp (1),Filipinas,Krupp,Krupp
e446,revista:filipinas,persona:l l billan,Undirected,1,Filipinas — L. L. Billan (1),Filipinas,L. L. Billan,L. L. Billan
e447,revista:filipinas,persona:laurent tailhade,Undirected,1,Filipinas — Laurent Tailhade (1),Filipinas,Laurent Tailhade,Laurent Tailhade
e448,revista:filipinas,persona:legouve,Undirected,1,Filipinas — Legouve (1),Filipinas,Legouve,Legouve
e449,revista:filipinas,persona:lessing,Undirected,1,Filipinas — Lessing (1),Filipinas,Lessing,Lessing
e450,revista:filipinas,persona:ligaya,Undirected,1,Filipinas — Ligaya (1),Filipinas,Ligaya,Ligaya
e451,revista:filipinas,persona:lope k santos,Undirected,2,Filipinas — Lope K. Santos (2),Filipinas,Lope K. Santos,Lope K. Santos
e452,revista:filipinas,persona:luis,Undirected,1,Filipinas — Luis (1),Filipinas,Luis,Luis
e453,revista:filipinas,persona:luisa,Undirected,2,Filipinas — Luisa (2),Filipinas,Luisa,Luisa
e454,revista:filipinas,persona:luisa de la valiere,Undirected,1,Filipinas — Luisa de La Valiére (1),Filipinas,Luisa de La Valiére,Luisa de La Valiére
e455,revista:filipinas,persona:m beernaert,Undirected,1,Filipinas — M. Beernaert (1),Filipinas,M. Beernaert,M. Beernaert
e456,revista:filipinas,persona:m comby,Undirected,1,Filipinas — M. Comby (1),Filipinas,M. Comby,M. Comby
e457,revista:filipinas,persona:macario adriatico,Undirected,1,Filipinas — Macario Adriático (1),Filipinas,Macario Adriático,Macario Adriático
e458,revista:filipinas,persona:mad stal,Undirected,1,Filipinas — Mad. Stal (1),Filipinas,Mad. Stal,Mad. Stal
e459,revista:filipinas,persona:mantegazza,Undirected,1,Filipinas — Mantegazza (1),Filipinas,Mantegazza,Mantegazza
e460,revista:filipinas,persona:manuel,Undirected,2,Filipinas — Manuel (2),Filipinas,Manuel,Manuel
e461,revista:filipinas,persona:marcelino aguna,Undirected,1,Filipinas — Marcelino Aguna (1),Filipinas,Marcelino Aguna,Marcelino Aguna
e462,revista:filipinas,persona:marcelo h del pilar,Undirected,1,Filipinas — Marcelo H. del Pilar (1),Filipinas,Marcelo H. del Pilar,Marcelo H. del Pilar
e463,revista:filipinas,persona:marconi,Undirected,1,Filipinas — Marconi (1),Filipinas,Marconi,Marconi
e464,revista:filipinas,persona:margaret t maguire,Undirected,2,Filipinas — Margaret T. Maguire (2),Filipinas,Margaret T. Maguire,Margaret T. Maguire
e465,revista:filipinas,persona:margarita,Undirected,1,Filipinas — Margarita (1),Filipinas,Margarita,Margarita
e466,revista:filipinas,persona:maria,Undirected,2,Filipinas — Maria (2),Filipinas,Maria,Maria
e467,revista:filipinas,persona:maria cruz,Undirected,1,Filipinas — Maria Cruz (1),Filipinas,Maria Cruz,Maria Cruz
e468,revista:filipinas,persona:maria del pilar,Undirected,1,Filipinas — Maria del Pilar (1),Filipinas,Maria del Pilar,Maria del Pilar
e469,revista:filipinas,persona:mariano garcia,Undirected,1,Filipinas — Mariano García (1),Filipinas,Mariano García,Mariano García
e470,revista:filipinas,persona:mariano gomez,Undirected,1,Filipinas — Mariano Gómez (1),Filipinas,Mariano Gómez,Mariano Gómez
e471,revista:filipinas,persona:marquesa de graham,Undirected,1,Filipinas — Marquesa de Graham (1),Filipinas,Marquesa de Graham,Marquesa de Graham
e472,revista:filipinas,persona:martin ocampo,Undirected,2,Filipinas — Martin Ocampo (2),Filipinas,Martin Ocampo,Martin Ocampo
e473,revista:filipinas,persona:mary j johnston,Undirected,3,Filipinas — Mary J. Johnston (3),Filipinas,Mary J. Johnston,Mary J. Johnston
e474,revista:filipinas,persona:matilde montoya,Undirected,2,Filipinas — Matilde Montoya (2),Filipinas,Matilde Montoya,Matilde Montoya
e475,revista:filipinas,persona:maura,Undirected,1,Filipinas — Maura (1),Filipinas,Maura,Maura
e476,revista:filipinas,persona:maximiliano,Undirected,1,Filipinas — Maximiliano (1),Filipinas,Maximiliano,Maximiliano
e477,revista:filipinas,persona:mimosa pedica,Undirected,1,Filipinas — Mimosa Pedica (1),Filipinas,Mimosa Pedica,Mimosa Pedica
e478,revista:filipinas,persona:mme curie,Undirected,2,Filipinas — Mme. Curie (2),Filipinas,Mme. Curie,Mme. Curie
e479,revista:filipinas,persona:mme jules lebandy,Undirected,1,Filipinas — Mme. Jules Lebandy (1),Filipinas,Mme. Jules Lebandy,Mme. Jules Lebandy
e480,revista:filipinas,persona:modesto de castro,Undirected,1,Filipinas — Modesto de Castro (1),Filipinas,Modesto de Castro,Modesto de Castro
e481,revista:filipinas,persona:morgan,Undirected,1,Filipinas — Morgan (1),Filipinas,Morgan,Morgan
e482,revista:filipinas,persona:mozart,Undirected,1,Filipinas — Mozart (1),Filipinas,Mozart,Mozart
e483,revista:filipinas,persona:mr john,Undirected,4,Filipinas — Mr. John (4),Filipinas,Mr. John,Mr. John
e484,revista:filipinas,persona:mrs russell sage,Undirected,1,Filipinas — Mrs. Russell Sage (1),Filipinas,Mrs. Russell Sage,Mrs. Russell Sage
e485,revista:filipinas,persona:mrs william howard taft,Undirected,6,Filipinas — Mrs. William Howard Taft (6),Filipinas,Mrs. William Howard Taft,Mrs. William Howard Taft
e486,revista:filipinas,persona:mutsu-hito,Undirected,1,Filipinas — Mutsu-Hito (1),Filipinas,Mutsu-Hito,Mutsu-Hito
e487,revista:filipinas,persona:napoleon iii,Undirected,1,Filipinas — Napoleón III (1),Filipinas,Napoleón III,Napoleón III
e488,revista:filipinas,persona:ogden goelet,Undirected,1,Filipinas — Ogden Goelet (1),Filipinas,Ogden Goelet,Ogden Goelet
e489,revista:filipinas,persona:ostwald,Undirected,1,Filipinas — Ostwald (1),Filipinas,Ostwald,Ostwald
e490,revista:filipinas,persona:pacifico victoriano,Undirected,1,Filipinas — Pacífico Victoriano (1),Filipinas,Pacífico Victoriano,Pacífico Victoriano
e491,revista:filipinas,persona:pascual h poblete,Undirected,1,Filipinas — Pascual H. Poblete (1),Filipinas,Pascual H. Poblete,Pascual H. Poblete
e492,revista:filipinas,persona:patrich shao,Undirected,1,Filipinas — Patrich Shao (1),Filipinas,Patrich Shao,Patrich Shao
e493,revista:filipinas,persona:patricio,Undirected,1,Filipinas — Patricio (1),Filipinas,Patricio,Patricio
e494,revista:filipinas,persona:pedro pilapil,Undirected,1,Filipinas — Pedro Pilapil (1),Filipinas,Pedro Pilapil,Pedro Pilapil
e495,revista:filipinas,persona:pepe,Undirected,2,Filipinas — Pepe (2),Filipinas,Pepe,Pepe
e496,revista:filipinas,persona:pepita,Undirected,5,Filipinas — Pepita (5),Filipinas,Pepita,Pepita
e497,revista:filipinas,persona:peter m myers,Undirected,2,Filipinas — Peter M. Myers (2),Filipinas,Peter M. Myers,Peter M. Myers
e498,revista:filipinas,persona:pierre loti,Undirected,1,Filipinas — Pierre Loti (1),Filipinas,Pierre Loti,Pierre Loti
e499,revista:filipinas,persona:pilar j lazaro,Undirected,1,Filipinas — Pilar J. Lázaro (1),Filipinas,Pilar J. Lázaro,Pilar J. Lázaro
e500,revista:filipinas,persona:pomposa,Undirected,1,Filipinas — Pomposa (1),Filipinas,Pomposa,Pomposa
e501,revista:filipinas,persona:princesa beatriz,Undirected,1,Filipinas — Princesa Beatriz (1),Filipinas,Princesa Beatriz,Princesa Beatriz
e502,revista:filipinas,persona:principe alberto,Undirected,1,Filipinas — Príncipe Alberto (1),Filipinas,Príncipe Alberto,Príncipe Alberto
e503,revista:filipinas,persona:principe enrique battenberg,Undirected,1,Filipinas — Príncipe Enrique Battenberg (1),Filipinas,Príncipe Enrique Battenberg,Príncipe Enrique Battenberg
e504,revista:filipinas,persona:puccini,Undirected,1,Filipinas — Puccini (1),Filipinas,Puccini,Puccini
e505,revista:filipinas,persona:pura villanueva,Undirected,1,Filipinas — Pura Villanueva (1),Filipinas,Pura Villanueva,Pura Villanueva
e506,revista:filipinas,persona:quiroga,Undirected,2,Filipinas — Quiroga (2),Filipinas,Quiroga,Quiroga
e507,revista:filipinas,persona:rafael palma,Undirected,2,Filipinas — Rafael Palma (2),Filipinas,Rafael Palma,Rafael Palma
e508,revista:filipinas,persona:ramon diokno,Undirected,1,Filipinas — Ramón Diokno (1),Filipinas,Ramón Diokno,Ramón Diokno
e509,revista:filipinas,persona:rebecca parish,Undirected,2,Filipinas — Rebecca Parish (2),Filipinas,Rebecca Parish,Rebecca Parish
e510,revista:filipinas,persona:rockefeller,Undirected,1,Filipinas — Rockefeller (1),Filipinas,Rockefeller,Rockefeller
e511,revista:filipinas,persona:rosalia cobarrubias,Undirected,1,Filipinas — Rosalia Cobarrubias (1),Filipinas,Rosalia Cobarrubias,Rosalia Cobarrubias
e512,revista:filipinas,persona:rosario lam de escobar,Undirected,5,Filipinas — Rosario Lam de Escobar (5),Filipinas,Rosario Lam de Escobar,Rosario Lam de Escobar
e513,revista:filipinas,persona:rose duddley,Undirected,1,Filipinas — Rose Duddley (1),Filipinas,Rose Duddley,Rose Duddley
e514,revista:filipinas,persona:s b johnston,Undirected,1,Filipinas — S. B. Johnston (1),Filipinas,S. B. Johnston,S. B. Johnston
e515,revista:filipinas,persona:saint prosper,Undirected,1,Filipinas — Saint Prosper (1),Filipinas,Saint Prosper,Saint Prosper
e516,revista:filipinas,persona:saturnina rizal,Undirected,4,Filipinas — Saturnina Rizal (4),Filipinas,Saturnina Rizal,Saturnina Rizal
e517,revista:filipinas,persona:schiller,Undirected,2,Filipinas — Schiller (2),Filipinas,Schiller,Schiller
e518,revista:filipinas,persona:schmidt,Undirected,1,Filipinas — Schmidt (1),Filipinas,Schmidt,Schmidt
e519,revista:filipinas,persona:selma lagerloff,Undirected,1,Filipinas — Selma Lagerloff (1),Filipinas,Selma Lagerloff,Selma Lagerloff
e520,revista:filipinas,persona:semiramis,Undirected,2,Filipinas — Semíramis (2),Filipinas,Semíramis,Semíramis
e521,revista:filipinas,persona:sergio osmena,Undirected,1,Filipinas — Sergio Osmeña (1),Filipinas,Sergio Osmeña,Sergio Osmeña
e522,revista:filipinas,persona:silvano,Undirected,6,Filipinas — Silvano (6),Filipinas,Silvano,Silvano
e523,revista:filipinas,persona:simplicio solis,Undirected,1,Filipinas — Simplicio Solís (1),Filipinas,Simplicio Solís,Simplicio Solís
e524,revista:filipinas,persona:smiles,Undirected,1,Filipinas — Smiles (1),Filipinas,Smiles,Smiles
e525,revista:filipinas,persona:sra creel,Undirected,1,Filipinas — Sra. Creel (1),Filipinas,Sra. Creel,Sra. Creel
e526,revista:filipinas,persona:sra peter m myers,Undirected,1,Filipinas — Sra. Peter M. Myers (1),Filipinas,Sra. Peter M. Myers,Sra. Peter M. Myers
e527,revista:filipinas,persona:sully prudhomme,Undirected,1,Filipinas — Sully Prudhomme (1),Filipinas,Sully Prudhomme,Sully Prudhomme
e528,revista:filipinas,persona:sumulong,Undirected,1,Filipinas — Sumulong (1),Filipinas,Sumulong,Sumulong
e529,revista:filipinas,persona:taboli,Undirected,1,Filipinas — Taboli (1),Filipinas,Taboli,Taboli
e530,revista:filipinas,persona:tansiang,Undirected,3,Filipinas — Tansiang (3),Filipinas,Tansiang,Tansiang
e531,revista:filipinas,persona:teodoro kocher,Undirected,1,Filipinas — Teodoro Kocher (1),Filipinas,Teodoro Kocher,Teodoro Kocher
e532,revista:filipinas,persona:teodoro m kalaw,Undirected,2,Filipinas — Teodoro M. Kalaw (2),Filipinas,Teodoro M. Kalaw,Teodoro M. Kalaw
e533,revista:filipinas,persona:thomas,Undirected,1,Filipinas — Thomas (1),Filipinas,Thomas,Thomas
e534,revista:filipinas,persona:tinding,Undirected,4,Filipinas — Tinding (4),Filipinas,Tinding,Tinding
e535,revista:filipinas,persona:verdi,Undirected,1,Filipinas — Verdi (1),Filipinas,Verdi,Verdi
e536,revista:filipinas,persona:vicente e genato,Undirected,5,Filipinas — Vicente E. Genato (5),Filipinas,Vicente E. Genato,Vicente E. Genato
e537,revista:filipinas,persona:victor hugo,Undirected,1,Filipinas — Victor Hugo (1),Filipinas,Victor Hugo,Victor Hugo
e538,revista:filipinas,persona:victoria eugenia ena de battenberg,Undirected,1,Filipinas — Victoria Eugenia Ena de Battenberg (1),Filipinas,Victoria Eugenia Ena de Battenberg,Victoria Eugenia Ena de Battenberg
e539,revista:filipinas,persona:victoria i,Undirected,3,Filipinas — Victoria I (3),Filipinas,Victoria I,Victoria I
e540,revista:filipinas,persona:von bohlen,Undirected,1,Filipinas — Von Bohlen (1),Filipinas,Von Bohlen,Von Bohlen
e541,revista:filipinas,persona:w a kinkaid,Undirected,1,Filipinas — W. A. Kinkaid (1),Filipinas,W. A. Kinkaid,W. A. Kinkaid
e542,revista:filipinas,persona:wenceslao bonus,Undirected,1,Filipinas — Wenceslao Bonus (1),Filipinas,Wenceslao Bonus,Wenceslao Bonus
e543,revista:filipinas,persona:wenceslawa daman,Undirected,1,Filipinas — Wenceslawa Daman (1),Filipinas,Wenceslawa Daman,Wenceslawa Daman
e544,revista:filipinas,persona:william howard taft,Undirected,2,Filipinas — William Howard Taft (2),Filipinas,William Howard Taft,William Howard Taft
e545,revista:filipinas,persona:zeigler,Undirected,1,Filipinas — Zeigler (1),Filipinas,Zeigler,Zeigler
